MOTIF V_RBPJK_Q4 RBP-Jkappa
MOTIF V_RBPJK_01 RBP-Jkappa
MOTIF V_CLOCKBMAL_Q6 CLOCK:BMAL
MOTIF V_OTX_Q1 OTX
MOTIF V_WT1_Q6 WT1
MOTIF V_KAISO_01 Kaiso
MOTIF V_ZNF219_01 ZNF219
MOTIF V_NANOG_01 Nanog
MOTIF V_OCT4_02 Oct-4_(POU5F1)
MOTIF V_OCT4_01 Oct-4_(POU5F1)
MOTIF V_ISL1_Q6 islet1
MOTIF V_SOX10_Q6 Sox-10
MOTIF V_SF1_Q6_01 SF-1
MOTIF V_FOXO3A_Q1 FOXO3A
MOTIF V_RORA_Q4 RORalpha
MOTIF V_LMAF_Q2 LMAF
MOTIF V_LRH1_Q5 LRH1
MOTIF V_CMYC_01 c-Myc
MOTIF V_DMRT1_01 DMRT1
MOTIF V_DMRT2_01 DMRT2
MOTIF V_DMRT3_01 DMRT3
MOTIF V_DMRT4_01 DMRT4
MOTIF V_DMRT5_01 DMRT5
MOTIF V_DMRT7_01 DMRT7
MOTIF V_PXRRXR_01 RXR_(PXR:RXR)
MOTIF V_PXRRXR_02 PXR_(PXR:RXR)
MOTIF V_CMYC_02 c-Myc
MOTIF V_KID3_01 Kid3
MOTIF V_ELK1_03 Elk-1
MOTIF V_ELK1_04 Elk-1
MOTIF V_SAP1A_01 SAP-1a
MOTIF V_SREBP_Q6 SREBP
MOTIF V_IK_Q5 Ikaros
MOTIF V_BCL6_Q3 BCL6
MOTIF V_PU1_Q4 PU.1
MOTIF V_SREBP1_Q5 SREBP-1
MOTIF V_CKROX_Q2 CKROX
MOTIF V_SREBP2_Q6 SREBP-2
MOTIF V_NKX32_01 Nkx3-2
MOTIF V_MIZF_01 MIZF
MOTIF V_BCL6_01 BCL6
MOTIF V_BCL6_02 BCL-6
MOTIF V_TBX22_01 TBX22
MOTIF V_CTF1_01 CTF1
MOTIF V_ELF5_01 Elf5
MOTIF V_RNF96_01 RNF96
MOTIF V_CTCF_01 CTCF
MOTIF V_AR_04 AR
MOTIF V_VDRRXR_01 VDR:RXR
MOTIF V_SPI1_01 SPI1_(PU1)
MOTIF V_SPIB_01 Spi-B
MOTIF V_ETS2_Q6 c-Ets-2
MOTIF V_FLI1_Q6 FLI-1
MOTIF V_GAF_Q6 GAF
MOTIF V_PARP_Q3 PARP
MOTIF V_STAT1STAT1_Q3 STAT1:STAT1
MOTIF V_ESE1_Q3 ESE-1
MOTIF V_FOXO1_Q5 FOXO1
MOTIF V_NUR77_Q5 NUR77
MOTIF V_SP1SP3_Q4 SP1:SP3
MOTIF V_STAT3STAT3_Q3 STAT3:STAT3
MOTIF V_P50P50_Q3 P50:P50
MOTIF V_P50RELAP65_Q5_01 P50:RELA-P65
MOTIF V_MAFB_01 MafB
MOTIF V_CMAF_02 C-MAF
MOTIF V_GTF2IRD1_01 GTF2IRD1-isoform2
MOTIF V_ZNF333_01 ZNF333
MOTIF V_ZNF515_01 ZNF515
MOTIF V_IPF1_01 ipf1
MOTIF V_IPF1_02 ipf1
MOTIF V_IPF1_03 ipf1
MOTIF V_IPF1_04 ipf1
MOTIF V_TRF1_01 TRF1
MOTIF V_RELBP52_01 RelB:p52_(NF-kappaB)
MOTIF V_BEN_01 BEN
MOTIF V_BEN_02 BEN
MOTIF V_MTF1_01 MTF-1
MOTIF V_MTF1_02 MTF-1
MOTIF V_HSF2_02 HSF2
MOTIF V_MTERF_01 mTERF
MOTIF V_NANOG_02 Nanog
MOTIF V_DAX1_01 DAX1
MOTIF V_HIF2A_01 HIF2alpha
MOTIF V_E2F1_01 E2F-1
MOTIF V_E2F1_02 E2F-1
MOTIF V_E2F6_01 E2F-6
MOTIF V_CNOT3_01 CNOT3
MOTIF V_IPF1_05 ipf1
MOTIF V_REST_01 REST
MOTIF V_SRF_02 SRF
MOTIF V_GADP_01 GABP
MOTIF V_CTCF_02 CTCF
MOTIF V_STAT1_05 STAT1
MOTIF V_HNF3A_01 HNF3A
MOTIF V_TBX18_01 TBX18
MOTIF V_TBX15_01 TBX15
MOTIF V_TBX15_02 TBX15
MOTIF V_ELF1_Q5 Elf-1
MOTIF V_FRA1_Q5 Fra-1
MOTIF V_FXR_Q2 FXR
MOTIF V_NURR1_Q3 NURR1
